Year,WHO region,Country,Alcohol type,Numeric
1999,Europe,Portugal,Spirits,1.81
1987,Africa,Kenya,Spirits,0.82
1987,Africa,Mozambique,All types,0.29
1984,Eastern Mediterranean,Somalia,Wine,0
1982,Western Pacific,Fiji,All types,2.45
1995,Africa,Mozambique,Wine,0.08
1994,Africa,Congo,Spirits,0.04
1990,Eastern Mediterranean,Libya,Other alcoholic beverages,0
1992,South-East Asia,Sri Lanka,Beer,0.04
1986,Western Pacific,Malaysia,Other alcoholic beverages,
1989,Western Pacific,Republic of Korea,Beer,1.74
1984,Eastern Mediterranean,Jordan,Beer,0.17
1990,Europe,Ireland,Other alcoholic beverages,
1992,Eastern Mediterranean,Saudi Arabia,Wine,0
1990,Europe,Turkey,Beer,0.48
1996,Western Pacific,Singapore,Other alcoholic beverages,0.01
1980,Americas,El Salvador,Wine,0.01
1998,Western Pacific,Fiji,All types,1.96
1995,Europe,Switzerland,Wine,5.85
1997,Eastern Mediterranean,Afghanistan,Wine,0
1995,Europe,Bosnia and Herzegovina,All types,8.47
1980,South-East Asia,Democratic People's Republic of Korea,Other alcoholic beverages,
1990,Americas,Guatemala,All types,3
1992,Europe,United Kingdom of Great Britain and Northern Ireland,Spirits,1.93
1996,Africa,Cameroon,Spirits,0
1995,Americas,Costa Rica,Spirits,4.83
1985,Americas,Uruguay,Other alcoholic beverages,0.33
1991,Eastern Mediterranean,Qatar,Other alcoholic beverages,0
1997,Eastern Mediterranean,Oman,All types,0.3
1984,Africa,Mozambique,Other alcoholic beverages,0
1996,Western Pacific,Mongolia,Wine,0.05
1993,Africa,Comoros,Spirits,0.01
1995,Western Pacific,Republic of Korea,All types,7.94
1980,Europe,Latvia,Other alcoholic beverages,0.41
1990,Europe,Bulgaria,All types,11.46
1994,Europe,Switzerland,Other alcoholic beverages,0.12
1997,Western Pacific,Cambodia,Spirits,1.57
1995,Western Pacific,Brunei Darussalam,Wine,0.02
1993,Africa,Equatorial Guinea,Beer,1.47
1994,Western Pacific,Philippines,Beer,0.8
1984,Europe,Russian Federation,Spirits,4.77
1983,Western Pacific,Malaysia,All types,0.65
1986,Western Pacific,Cambodia,All types,0.22
1997,Americas,Saint Kitts and Nevis,Wine,0.6
1981,Americas,Colombia,All types,6.29
1988,Eastern Mediterranean,Lebanon,All types,4.04
1990,Western Pacific,Cook Islands,Wine,0.84
1989,Western Pacific,Cambodia,Spirits,0.33
1982,Africa,Gabon,Other alcoholic beverages,
1993,Europe,Poland,All types,8.39
1991,Africa,Mali,Spirits,0
1994,Americas,Saint Vincent and the Grenadines,Spirits,5.47
1988,Americas,Panama,Wine,0.06
1983,Americas,Bolivia (Plurinational State of),Spirits,2.51
1997,Europe,Uzbekistan,Other alcoholic beverages,
1990,Europe,Belgium,All types,12.18
1991,Americas,Antigua and Barbuda,Other alcoholic beverages,0
1992,Africa,Uganda,Spirits,0.2
1990,Americas,Venezuela (Bolivarian Republic of),All types,8.85
1999,Europe,The former Yugoslav republic of Macedonia,Other alcoholic beverages,0
1993,South-East Asia,India,Wine,0
1980,Americas,Paraguay,Wine,0.36
1993,Europe,The former Yugoslav republic of Macedonia,Wine,1.73
1990,Africa,Togo,All types,1.91
1980,Eastern Mediterranean,Saudi Arabia,Wine,0
1989,Africa,South Africa,Other alcoholic beverages,1.62
1989,Americas,Uruguay,All types,7.44
1989,Europe,Netherlands,All types,10.03
1987,Western Pacific,Viet Nam,All types,0.16
1990,Africa,Central African Republic,Beer,0.53
1989,Eastern Mediterranean,Jordan,All types,0.18
1997,Europe,Portugal,Wine,7.22
1997,Africa,Mozambique,Wine,0.08
1990,Americas,Saint Vincent and the Grenadines,Beer,0.08
1992,Western Pacific,Malaysia,Spirits,0.16
1998,Eastern Mediterranean,Egypt,Beer,0.05
1987,Western Pacific,Brunei Darussalam,Other alcoholic beverages,0.01
1982,Americas,Bolivia (Plurinational State of),Spirits,2.63
1992,South-East Asia,Indonesia,Beer,0.03
1981,Africa,Zimbabwe,Beer,0.25
1993,Africa,Mauritius,Other alcoholic beverages,0
1985,Eastern Mediterranean,Tunisia,Spirits,0.1
1983,Africa,Côte d'Ivoire,All types,3.07
1982,Europe,Germany,All types,15.69
1998,Europe,Turkmenistan,Spirits,0.15
1984,South-East Asia,Indonesia,Beer,0.02
1990,Eastern Mediterranean,Afghanistan,Other alcoholic beverages,0
1989,Europe,Luxembourg,Other alcoholic beverages,
1994,Africa,Democratic Republic of the Congo,Other alcoholic beverages,1.65
1996,South-East Asia,Myanmar,Beer,0.04
1982,South-East Asia,Bhutan,All types,0.55
1996,Europe,Greece,Spirits,2.81
1994,Africa,Senegal,All types,0.39
1988,Americas,Haiti,Wine,0.02
1993,Europe,Sweden,All types,7.51
1997,Western Pacific,Samoa,All types,1.4
1983,Africa,Ethiopia,All types,0.98
1995,Africa,Cabo Verde,All types,3.82
1982,Eastern Mediterranean,Kuwait,Beer,0
1986,Europe,Italy,Beer,1.43
1998,Europe,Albania,Spirits,0.42
1987,Europe,Hungary,All types,15.7
1989,Europe,Malta,Spirits,2.16
1998,Western Pacific,Tuvalu,Beer,0.87
1985,Africa,Mozambique,Spirits,0.13
1991,Europe,Georgia,All types,3.17
1994,Western Pacific,Kiribati,All types,0.54
1983,Africa,Madagascar,Beer,0.2
1982,Western Pacific,Solomon Islands,Other alcoholic beverages,0
1987,Africa,Comoros,Beer,0.01
1999,Americas,Antigua and Barbuda,Other alcoholic beverages,0
1980,Europe,Bulgaria,Beer,3.68
1988,Europe,Albania,Other alcoholic beverages,
1998,Americas,Barbados,Wine,0.25
1980,Europe,Slovakia,Spirits,4.4
1984,Western Pacific,Malaysia,Other alcoholic beverages,
1998,Americas,Guatemala,Spirits,0.75
1988,Americas,Jamaica,Spirits,1.04
1986,Americas,El Salvador,Spirits,1.49
1997,Europe,United Kingdom of Great Britain and Northern Ireland,Beer,5.27
1996,Europe,Belgium,Wine,3.35
1997,Americas,Colombia,All types,6.45
1982,South-East Asia,Nepal,Wine,0
1990,Western Pacific,Lao People's Democratic Republic,Beer,0.12
1987,Africa,Central African Republic,Wine,0.22
1994,Americas,Cuba,All types,3.84
1995,Eastern Mediterranean,Saudi Arabia,All types,0.06
1996,Western Pacific,Solomon Islands,All types,0.35
1993,Western Pacific,Marshall Islands,Spirits,
1980,Americas,Uruguay,Other alcoholic beverages,0.33
1981,Americas,Jamaica,Spirits,2.14
1985,Americas,Guyana,Wine,0
1999,Eastern Mediterranean,Bahrain,Wine,0.15
1982,Europe,Norway,Other alcoholic beverages,0
1998,South-East Asia,Indonesia,Other alcoholic beverages,0
1997,Europe,Republic of Moldova,Beer,0.38
1987,Africa,Zambia,Spirits,0.22
1996,Eastern Mediterranean,Syrian Arab Republic,All types,0.81
1997,Europe,Denmark,Other alcoholic beverages,
1995,Africa,Gabon,Wine,2.01
1996,Europe,Denmark,Other alcoholic beverages,
1990,Europe,Ireland,Wine,0.71
1992,Americas,Barbados,Wine,0.34
1982,Europe,Iceland,Beer,1.02
1989,Americas,Guyana,Wine,0
1992,Eastern Mediterranean,Iran (Islamic Republic of),Beer,0
1984,Europe,Denmark,Spirits,1.84
1993,Africa,Burundi,Wine,0.01
1998,Americas,Jamaica,Other alcoholic beverages,0
1996,Eastern Mediterranean,Iran (Islamic Republic of),Spirits,0
1993,Eastern Mediterranean,United Arab Emirates,Other alcoholic beverages,0
1995,Americas,Costa Rica,All types,5.91
1996,Americas,Saint Vincent and the Grenadines,Beer,0.41
1985,Americas,Chile,Wine,5.96
1980,Americas,Belize,Other alcoholic beverages,0.01
1994,Europe,Luxembourg,Other alcoholic beverages,
1982,Europe,Luxembourg,Spirits,2.95
1990,Africa,Benin,Wine,0.07
1983,Africa,Cabo Verde,Other alcoholic beverages,
1992,Americas,Peru,Beer,2.4
1997,Eastern Mediterranean,Bahrain,All types,6.13
1996,Africa,Equatorial Guinea,Wine,0.75
1990,Africa,Uganda,Beer,0.11
1994,Western Pacific,Brunei Darussalam,Spirits,0.04
1987,Americas,Guatemala,Wine,0.01
1983,Eastern Mediterranean,Syrian Arab Republic,Wine,0.53
1994,Europe,Albania,All types,2.77
1985,Eastern Mediterranean,Djibouti,Beer,0.5
1995,Europe,Malta,Spirits,2.05
1985,Western Pacific,Lao People's Democratic Republic,Beer,0
1992,Europe,Italy,Wine,7.87
1988,Africa,Eritrea,Wine,0
1997,South-East Asia,Indonesia,Other alcoholic beverages,0
1988,Western Pacific,Micronesia (Federated States of),Wine,0
1987,Africa,Namibia,Wine,0
1984,Europe,Portugal,Spirits,0.41
1999,Europe,Hungary,Beer,4.1
1981,South-East Asia,Nepal,Spirits,0
1992,Western Pacific,Singapore,Beer,1.21
1999,Africa,Rwanda,Wine,0.01
1994,Americas,Haiti,All types,4.6
1999,Americas,Saint Kitts and Nevis,Other alcoholic beverages,0.03
1989,Americas,Ecuador,Spirits,0.92
1981,Americas,Trinidad and Tobago,Other alcoholic beverages,0.03
1993,South-East Asia,Timor-Leste,All types,0.38
1997,Africa,Senegal,Wine,0.08
1995,Europe,Lithuania,Beer,2.08
1991,Europe,Germany,Spirits,2.83
1993,Americas,Saint Vincent and the Grenadines,Spirits,5.47
1992,Europe,Denmark,All types,11.94
1988,Africa,Sao Tome and Principe,Other alcoholic beverages,0
1997,Africa,Ghana,All types,1.65
1996,Europe,Croatia,Wine,5.4
1984,Eastern Mediterranean,Syrian Arab Republic,All types,0.85
1992,Africa,Cabo Verde,All types,3.8
1998,Europe,Russian Federation,Beer,1.61
1983,Eastern Mediterranean,Libya,Beer,0
1992,Africa,Mauritius,All types,3.28
1998,Americas,United States of America,Beer,4.62
1982,Africa,Mauritania,Wine,0.02
1990,Africa,Burkina Faso,All types,4.05
1982,Western Pacific,New Zealand,Spirits,2.76
1990,Western Pacific,Singapore,All types,1.61
1995,Africa,Chad,Other alcoholic beverages,0
1985,Western Pacific,China,Wine,0.02
1980,Western Pacific,Samoa,Spirits,0.25
1986,Western Pacific,China,Beer,0.24
1994,Europe,Finland,Other alcoholic beverages,1.23
1996,Western Pacific,Solomon Islands,Other alcoholic beverages,0
1980,Eastern Mediterranean,Pakistan,Wine,0
1989,South-East Asia,Indonesia,Wine,0
1996,Western Pacific,Micronesia (Federated States of),All types,3.65
1992,Africa,Nigeria,All types,9.17
1990,Africa,Sierra Leone,All types,4.26
1984,Eastern Mediterranean,Kuwait,All types,0
1990,Europe,Slovenia,All types,13.79
1992,Europe,Malta,Spirits,2.12
1991,Europe,Italy,All types,10.82
1982,Africa,Democratic Republic of the Congo,Beer,0.18
1983,Americas,Honduras,Beer,1
1984,Europe,Iceland,Wine,1.19
1985,Europe,Austria,Spirits,1.8
1988,Europe,Greece,Wine,4.13
1987,Africa,Burkina Faso,Wine,0.01
1994,Eastern Mediterranean,Tunisia,Other alcoholic beverages,0
1988,South-East Asia,India,All types,1.55
1994,South-East Asia,Indonesia,Spirits,0.03
1988,Americas,Saint Kitts and Nevis,Wine,0.32
1987,Europe,Kyrgyzstan,Beer,0.71
1999,Europe,Netherlands,Beer,5.08
1988,Africa,Guinea-Bissau,Spirits,0.77
1988,Europe,Poland,Wine,1.33
1986,Americas,Peru,Other alcoholic beverages,0
1981,Europe,Malta,Wine,0.95
1993,Western Pacific,Solomon Islands,Beer,0.24
1993,Africa,Congo,Spirits,0.03
1990,Americas,Suriname,Beer,2.44
1987,Africa,Cameroon,Other alcoholic beverages,3.97
1987,Americas,Uruguay,Beer,1.41
1988,South-East Asia,Bhutan,Other alcoholic beverages,
1991,Africa,Angola,Spirits,0.6
1981,Africa,Eritrea,Spirits,0
1996,Americas,Mexico,Beer,4.13
1991,Eastern Mediterranean,United Arab Emirates,Other alcoholic beverages,0
1983,Europe,Iceland,Other alcoholic beverages,0.01
1981,Europe,Finland,Wine,1.07
1983,Western Pacific,Singapore,Other alcoholic beverages,0.11
1981,Africa,Rwanda,Other alcoholic beverages,7.03
1983,Eastern Mediterranean,Oman,All types,0.16
1984,Americas,Guyana,Wine,0
1995,Eastern Mediterranean,Lebanon,Spirits,0.62
1999,Europe,Azerbaijan,Other alcoholic beverages,0.02
1982,Europe,Finland,Other alcoholic beverages,2.03
1987,Western Pacific,Solomon Islands,All types,0.69
1997,Americas,Bahamas,Wine,0.97
1987,Europe,Germany,Other alcoholic beverages,
1999,Africa,Sierra Leone,Beer,0.09
1987,Western Pacific,Papua New Guinea,All types,1.29
1991,Western Pacific,Malaysia,Other alcoholic beverages,0
1989,Europe,Albania,Beer,0.52
1983,Africa,Niger,Other alcoholic beverages,0
1994,Africa,Uganda,All types,7.96
1983,Americas,Bahamas,All types,15.17
1998,Americas,Argentina,Other alcoholic beverages,0
1995,Eastern Mediterranean,Morocco,Spirits,0.05
1994,Europe,Sweden,Wine,1.78
1987,South-East Asia,Bhutan,Beer,0.46
1995,Africa,Zimbabwe,Spirits,2.88
1992,Western Pacific,Samoa,Other alcoholic beverages,0
1993,Europe,Lithuania,All types,3.88
1995,Western Pacific,Papua New Guinea,All types,2.03
1986,Africa,Cabo Verde,Spirits,0.44
1990,Africa,Mali,Wine,0.02
1998,Americas,El Salvador,Spirits,1.63
1995,Europe,Russian Federation,All types,11.22
1994,Africa,Liberia,Beer,0.32
1999,Europe,Italy,Other alcoholic beverages,
1999,Europe,The former Yugoslav republic of Macedonia,All types,5.03
1983,South-East Asia,Sri Lanka,Other alcoholic beverages,0
1992,Africa,Zimbabwe,Other alcoholic beverages,0.98
1990,Eastern Mediterranean,Saudi Arabia,Wine,0
1994,Western Pacific,Vanuatu,Beer,0.26
1985,Eastern Mediterranean,Libya,All types,0
1985,Europe,Portugal,Other alcoholic beverages,1.08
1983,Africa,Benin,Other alcoholic beverages,0
1996,Europe,Finland,All types,8.24
1983,Americas,Bahamas,Wine,2.21
1986,Eastern Mediterranean,Iraq,Other alcoholic beverages,0
1985,Americas,Honduras,Spirits,0.94
1981,Americas,Nicaragua,All types,3.52
1989,Africa,Botswana,All types,4.68
1989,Western Pacific,Philippines,Spirits,2.78
1989,Africa,South Africa,Beer,4.18
1991,South-East Asia,Timor-Leste,Beer,0.27
1985,Eastern Mediterranean,Qatar,Other alcoholic beverages,0
1991,South-East Asia,Sri Lanka,Other alcoholic beverages,0
1980,Africa,Algeria,Beer,0.27
1999,Africa,Cameroon,Spirits,0
1991,Eastern Mediterranean,Iraq,Other alcoholic beverages,0
1999,Europe,Kazakhstan,Wine,0.29
1985,Europe,Iceland,Beer,1.16
1986,Africa,Mauritius,Wine,0.11
1992,Africa,Mauritius,Wine,0.25
1985,Europe,Spain,Wine,6.86
1988,Eastern Mediterranean,Qatar,All types,1.42
1981,Europe,Albania,Wine,0.4
1981,Western Pacific,Australia,Beer,8.76
1997,Americas,Dominican Republic,All types,5.8
1984,Eastern Mediterranean,Morocco,Beer,0.27
1983,Europe,Greece,Beer,1.86
1983,Western Pacific,China,Spirits,2.15
1997,Americas,Panama,Wine,0.11
1985,Africa,Uganda,Spirits,0.2
1993,Europe,Slovenia,Other alcoholic beverages,0.28
1997,South-East Asia,Sri Lanka,Wine,0
1989,Africa,Gambia,Beer,0.06
1986,Americas,Canada,All types,9.41
1984,Eastern Mediterranean,Kuwait,Spirits,0
1982,Eastern Mediterranean,Qatar,Spirits,3.82
1995,Europe,Luxembourg,Other alcoholic beverages,
1987,Africa,Kenya,Wine,0
1998,Africa,United Republic of Tanzania,Other alcoholic beverages,5.06
1982,Europe,Denmark,All types,12.47
1986,Africa,Kenya,Wine,0.01
1989,Africa,Central African Republic,All types,2.52
1987,Eastern Mediterranean,Iraq,Wine,0.01
1994,Europe,Georgia,Wine,4.86
1991,Americas,Haiti,Wine,0.01
1986,Europe,Norway,Wine,0.83
1987,Africa,Burundi,All types,8.22
1995,Europe,Georgia,Wine,2.4
1989,Europe,Hungary,All types,16.29
1997,Western Pacific,Viet Nam,Beer,0.58
1989,Africa,Senegal,Other alcoholic beverages,0
1981,Western Pacific,Kiribati,Beer,0.7
1985,Europe,Italy,Wine,10.29
1986,Africa,Senegal,Spirits,0.02
1992,Africa,Uganda,Wine,0
1985,South-East Asia,Indonesia,All types,0.06
1994,Western Pacific,Republic of Korea,All types,8.14
1987,Africa,Senegal,All types,0.46
1985,Africa,Chad,Other alcoholic beverages,0
1997,Eastern Mediterranean,Qatar,Other alcoholic beverages,0
1986,South-East Asia,Thailand,Other alcoholic beverages,0
1986,Africa,Sao Tome and Principe,Spirits,0
1999,Americas,Uruguay,All types,7.94
1996,South-East Asia,Democratic People's Republic of Korea,Spirits,5.19
1984,Western Pacific,Viet Nam,Wine,0
1991,Africa,Burkina Faso,Other alcoholic beverages,3.47
1996,Americas,Haiti,Other alcoholic beverages,0
1992,Europe,Italy,Spirits,1.18
1996,Western Pacific,Papua New Guinea,Wine,0.02
1992,Eastern Mediterranean,Pakistan,Beer,0.01
1990,Europe,Lithuania,Wine,0.31
1991,Eastern Mediterranean,Egypt,Other alcoholic beverages,
1980,Europe,Israel,Beer,1
1991,Eastern Mediterranean,Lebanon,Other alcoholic beverages,0.04
1988,Americas,Paraguay,All types,6.83
1992,Americas,Antigua and Barbuda,Beer,1.99
1995,Eastern Mediterranean,Qatar,All types,0.92
1989,Eastern Mediterranean,Morocco,Spirits,0.07
1984,Europe,Iceland,Spirits,3.01
1987,South-East Asia,Bhutan,All types,0.46
1984,Americas,Belize,Beer,1.65
1980,Europe,Denmark,Other alcoholic beverages,
1988,Europe,Belarus,All types,4.55
1980,Americas,Honduras,Wine,0.03
1983,Eastern Mediterranean,Bahrain,Spirits,4.74
1996,Eastern Mediterranean,Syrian Arab Republic,Wine,0.65
1986,South-East Asia,Bangladesh,Beer,0
1985,Americas,Haiti,Spirits,6.37
1996,Eastern Mediterranean,Syrian Arab Republic,Beer,0.06
1993,Europe,Hungary,All types,14.16
1983,Europe,United Kingdom of Great Britain and Northern Ireland,Wine,1.16
1999,Europe,Croatia,Spirits,1.02
1981,Western Pacific,New Zealand,Other alcoholic beverages,0.02
1991,Americas,Ecuador,Other alcoholic beverages,
1991,Western Pacific,Mongolia,Wine,0
1998,Western Pacific,Mongolia,All types,3.24
1987,Western Pacific,Singapore,All types,1.74
1980,Americas,Antigua and Barbuda,Spirits,0.17
1992,Europe,Latvia,All types,6.88
1987,Africa,Guinea,Beer,0.08
1980,Americas,Peru,Other alcoholic beverages,0
1999,Americas,Guatemala,Other alcoholic beverages,0
1991,Western Pacific,Fiji,All types,2.15
1994,Western Pacific,Cambodia,Other alcoholic beverages,
1993,Africa,Malawi,All types,1
1999,Western Pacific,Mongolia,Beer,0.35
1988,Eastern Mediterranean,Afghanistan,All types,0
1995,Europe,Latvia,Other alcoholic beverages,0
1998,Western Pacific,Solomon Islands,Other alcoholic beverages,0
1997,Eastern Mediterranean,Qatar,Spirits,0.73
1990,Europe,Latvia,Spirits,4.31
1994,Americas,Bahamas,All types,12.95
1987,Eastern Mediterranean,Yemen,All types,0.17
1994,Americas,Barbados,Other alcoholic beverages,0.06
1993,Africa,Madagascar,Wine,0.1
1988,Africa,Angola,Wine,0.58
1999,Americas,Peru,Other alcoholic beverages,0
1987,Eastern Mediterranean,Lebanon,All types,3.81
1992,Eastern Mediterranean,Syrian Arab Republic,Wine,0.68
1999,Europe,Ireland,Wine,1.54
1983,Europe,Slovakia,All types,14.85
1988,Western Pacific,Singapore,All types,1.75
1984,Africa,Botswana,Wine,0.95
1996,Americas,Antigua and Barbuda,Beer,0.94
1994,Americas,Venezuela (Bolivarian Republic of),Spirits,2.64
1982,Americas,Chile,All types,12.64
1991,Eastern Mediterranean,Morocco,All types,0.79
1991,Western Pacific,New Zealand,Wine,2.41
1989,Americas,United States of America,Wine,1.29
1984,Eastern Mediterranean,Qatar,Beer,0.19
1996,Africa,Eritrea,Beer,0.87
1982,Americas,Guyana,All types,6.06
1994,Americas,Suriname,Other alcoholic beverages,0
1996,Africa,Sierra Leone,Spirits,0.01
1996,Europe,Kyrgyzstan,Wine,0.28
1980,Europe,France,Other alcoholic beverages,0.27
1985,Western Pacific,Australia,Beer,7.73
1995,Africa,Namibia,Wine,0
1999,Africa,Ethiopia,Wine,0.01
1983,Americas,Brazil,All types,3.62
1981,Eastern Mediterranean,Somalia,Spirits,0.01
1985,Europe,Germany,Wine,3.66
1995,Western Pacific,Niue,Spirits,2.27
1990,Americas,Belize,All types,5.21
1991,Africa,South Africa,Other alcoholic beverages,1.54
1988,Europe,United Kingdom of Great Britain and Northern Ireland,All types,9.94
1988,South-East Asia,Sri Lanka,Other alcoholic beverages,0
1996,Africa,Mali,Beer,0
1985,Americas,United States of America,Beer,5.03
1989,Eastern Mediterranean,Syrian Arab Republic,Spirits,0.11
1992,Europe,Hungary,Wine,4.42
1998,Europe,Italy,All types,8.98
1993,Europe,Portugal,Beer,3.9
1984,Eastern Mediterranean,Djibouti,Spirits,1.51
1994,Europe,Bulgaria,Wine,2.96
1993,Americas,Venezuela (Bolivarian Republic of),Spirits,3.13
1985,Africa,Niger,Wine,0.03
1993,South-East Asia,Sri Lanka,Spirits,0.14
1985,Europe,Greece,Wine,5.21
1993,Africa,Gabon,Beer,5.86
1996,Europe,Slovenia,All types,12.04
1995,Europe,Belarus,All types,9.35
1988,Western Pacific,Singapore,Spirits,0.64
1996,Africa,Central African Republic,Spirits,0.03
1989,Americas,Costa Rica,Other alcoholic beverages,0
1983,Americas,Colombia,All types,6.33
1988,Europe,Belgium,Spirits,1.86
1983,Africa,Chad,Spirits,0
1996,Europe,Greece,Beer,2.33
1984,Western Pacific,Papua New Guinea,Wine,0.05
1987,Europe,Croatia,Spirits,3.66
1991,Africa,Equatorial Guinea,Beer,0.69
1994,Americas,Uruguay,Other alcoholic beverages,0
1991,Eastern Mediterranean,Bahrain,Other alcoholic beverages,0
1994,Western Pacific,New Zealand,Other alcoholic beverages,0.03
1997,Americas,Brazil,All types,5.89
1993,Americas,Canada,Spirits,2
1998,Eastern Mediterranean,Pakistan,Other alcoholic beverages,0.02
1992,Europe,Turkmenistan,Beer,0
1987,Europe,Portugal,Wine,8.21
1982,Europe,France,Other alcoholic beverages,0.26
1992,Africa,Namibia,All types,0.19
1991,Africa,Togo,Other alcoholic beverages,0.59
1995,Europe,Georgia,Beer,0.29
1987,Western Pacific,Republic of Korea,Wine,0
1981,Americas,Haiti,Beer,0
1995,Europe,Italy,Wine,7.19
1984,Africa,Mali,Wine,0
1996,Europe,Kyrgyzstan,Spirits,1.93
1983,Western Pacific,New Zealand,Wine,1.86
1998,Americas,Dominican Republic,Beer,2.54
1998,Europe,Georgia,All types,2.09
1980,South-East Asia,Bhutan,Wine,0
1986,Africa,Cameroon,All types,6.5
